#hydrogen_weight_percent	atomic_number	period	en_pauling	covalent_radius_bragg	electron_affinity	atomic_volume	atomic_weight	fusion_heat	ion_eng	std(atomic_number)	std(period)	std(en_pauling)	std(covalent_radius_bragg)	std(electron_affinity)	std(atomic_volume)	std(atomic_weight)	std(fusion_heat)	std(ion_eng)	min(atomic_number)	min(period)	min(en_pauling)	min(covalent_radius_bragg)	min(electron_affinity)	min(atomic_volume)	min(atomic_weight)	min(fusion_heat)	min(ion_eng)	max(atomic_number)	max(period)	max(en_pauling)	max(covalent_radius_bragg)	max(electron_affinity)	max(atomic_volume)	max(atomic_weight)	max(fusion_heat)	max(ion_eng)
4.3	-1.47231680411424	-1.89131086251812	0.475763439138218	0.0101886709425801	0.0748910462586565	0.0432314263702665	-1.41478250759494	-0.54342837613853	0.982541922986228	0.369161610539525	0.909767847767578	0.588081840520146	1.01549116133616	0.126444757237939	0.82136521763458	0.304499990895057	0.412084475294197	0.95428773988851	-1.71481604243894	-2.53461387698006	-0.569970668731349	-0.720837046910702	-0.123883171277003	-0.795098796774765	-1.60996035320507	-0.799935749787215	-0.568982122225671	-0.848747334136444	-0.604704833594228	0.836496126410783	1.60930742874664	0.16590785724323	1.16866104100332	-0.885574123424677	0.191872895467414	1.66913575681552
1.8	-1.22115687870652	-1.65007223209489	0.48487942762525	-0.138300927996368	0.133653664388457	0.0881624811381424	-1.16520428840138	-0.386238178588638	0.936505679182335	1.11874564841578	1.32186203683379	0.663014805572475	1.09844063992112	0.24969054707615	0.779306006701889	1.08960783598503	0.829025291947699	0.922255643782595	-1.71481604243894	-2.53461387698006	-0.569970668731349	-0.720837046910702	-0.123883171277003	-0.671071859651939	-1.60996035320507	-0.799935749787215	-0.568982122225671	0.918032830800643	0.681901195329661	0.836496126410783	1.60930742874664	0.487456371445511	1.16866104100332	0.915873784513614	1.19288710221787	1.66913575681552
2.7	-1.27985709115813	-1.74835463708213	0.523947949712532	-0.203027163431294	0.11677011622734	0.0559594993929023	-1.21753806094387	-0.399264289721014	1.00034128906271	1.10289995262364	1.32186203683379	0.663014805572475	1.09844063992112	0.178040172478272	0.782444502952673	1.07747066110848	0.962297406726792	0.935299384696534	-1.71481604243894	-2.53461387698006	-0.569970668731349	-0.720837046910702	-0.123883171277003	-0.680546139571043	-1.60996035320507	-0.799935749787215	-0.568982122225671	0.883390082468544	0.681901195329661	0.836496126410783	1.60930742874664	0.303250245140686	1.16866104100332	0.889625896434878	1.48934967322506	1.66913575681552
2.7	-1.35972787203492	-1.73048510890263	0.496599984251434	-0.138300927996368	0.112464796690392	0.0855785866147502	-1.31267775695599	-0.438880218244866	0.880139202668735	0.624210672687026	1.09340487463151	0.686183844527598	1.09844063992112	0.183274771398901	0.786170193246352	0.554477390376624	0.644445687411433	0.974166961166365	-1.71481604243894	-2.53461387698006	-0.569970668731349	-0.720837046910702	-0.123883171277003	-0.691743015839076	-1.60996035320507	-0.799935749787215	-0.568982122225671	-0.190535115826549	0.0385981808677164	0.930260579420258	1.60930742874664	0.317945429860993	1.16866104100332	-0.26391396392324	0.771750784968038	1.66913575681552
3.2	-1.40303130745004	-1.81983274980012	0.523947949712532	-0.203027163431294	0.114563632035102	0.0547154020297875	-1.34840322345017	-0.449198219094678	0.964536391289766	0.609511129552506	1.09340487463151	0.663014805572475	1.09844063992112	0.171157598261599	0.786170193246352	0.543922162475892	0.761180839747183	0.979063422271811	-1.71481604243894	-2.53461387698006	-0.569970668731349	-0.720837046910702	-0.123883171277003	-0.691743015839076	-1.60996035320507	-0.799935749787215	-0.568982122225671	-0.225177864158648	0.0385981808677164	0.836496126410783	1.60930742874664	0.283391887410541	1.16866104100332	-0.288160566121791	1.03994430886208	1.66913575681552
5	-1.5101088932038	-1.9692869854832	0.500151668077551	-0.0280240370361142	0.0726945915400192	-0.0830923058844643	-1.44424571626272	-0.550164331420608	1.02729667069649	0.324400252084297	0.787882067713016	0.542226189689286	0.908891748836674	0.121786526911075	0.720263012343819	0.267650825738525	0.359944498951841	0.850712768828883	-1.71481604243894	-2.53461387698006	-0.569970668731349	-0.720837046910702	-0.133633624922504	-0.795098796774765	-1.60996035320507	-0.799935749787215	-0.568982122225671	-0.848747334136444	-0.604704833594228	0.836496126410783	1.60930742874664	0.16590785724323	1.16866104100332	-0.885574123424677	0.191872895467414	1.66913575681552
0.4	-0.75347977622317	-0.765530587209715	0.32665191317176	1.07474487256642	0.202245176676793	-0.0156239488847785	-0.775132204415578	-0.206485093435468	0.209279535471255	0.653842043316601	1.09340487463151	0.602441171096488	1.12173969972113	0.207827647713021	0.730971063166476	0.583181030923164	0.366494815960559	0.968555611844139	-1.71481604243894	-2.53461387698006	-0.569970668731349	-0.720837046910702	-0.123883171277003	-0.519483380946262	-1.60996035320507	-0.799935749787215	-0.568982122225671	-0.121249619162349	0.0385981808677164	0.836496126410783	1.70525455421488	0.383478010370472	1.16866104100332	-0.198357650803792	0.0577761335203946	1.66913575681552
0.7	-1.23674611545596	-1.07646037753299	-0.0597357702714532	1.16612308729808	-0.0198335054588074	-0.00500127139972159	-1.22342918329601	-0.00456073960092241	-0.548283515241246	0.212299726292911	0.525254711808678	0.500107604068674	1.00464103348761	0.0668856389855162	0.937044210841088	0.15812898218318	0.46781521201287	0.317318019566848	-1.57624504911054	-1.89131086251812	-0.569970668731349	-0.720837046910702	-0.123883171277003	-1.01042334039078	-1.48047781724746	-0.141556890995445	-0.60707110756022	-1.05660382412904	-0.604704833594228	0.648967220391832	1.60930742874664	0.0382722346042691	1.16866104100332	-1.09385316284965	0.902223310105678	0.084297850551647
1.35	-1.21826998301217	-1.03357350990219	-0.0933346992665152	1.28948367718582	-0.015779567356155	0.0260054628809851	-1.20918765561244	-0.0666559969349476	-0.59437477911537	0.121249619162349	0.321651507230972	0.357476977098625	0.239867813670608	0.0810777029406361	0.856991683591753	0.0865008695720873	0.056175670545373	0.0190444926672749	-1.29910306245374	-1.24800784805617	-0.569970668731349	1.12957180140542	-0.123883171277003	-0.545322326180184	-1.26685490199383	-0.141556890995445	-0.60707110756022	-1.05660382412904	-0.604704833594228	0.144983285465902	1.60930742874664	0.0382722346042691	1.16866104100332	-1.09385316284965	-0.0292055499046989	-0.568982122225671
7.9	-1.579394389868	-2.12523923141337	0.582905901226065	-0.172567758520741	0.116356741443398	-0.13268220077785	-1.50065870840708	-0.599950362645688	1.05181470156164	0.271797818372543	0.802339825331827	0.574214246857906	1.00464103348761	0.118586146855248	0.738944978332638	0.214480660701442	0.33995270693302	1.06415016174718	-1.71481604243894	-2.53461387698006	-0.569970668731349	-0.720837046910702	-0.123883171277003	-0.545322326180184	-1.60996035320507	-0.799935749787215	-0.60707110756022	-1.05660382412904	-0.604704833594228	0.836496126410783	1.60930742874664	0.16590785724323	1.16866104100332	-1.09385316284965	-0.0292055499046989	1.66913575681552
11.6	-1.62154710462175	-2.18821994611594	0.670605171086326	-0.54159516416783	0.0856332568405207	-0.339273301366086	-1.53041901980616	-0.225549972990035	1.00933041034654	0.283327891560433	0.802339825331827	0.623531654188027	1.09844063992112	0.120074663096385	0.898754086832022	0.219243898291581	0.700815817861989	0.939719671701598	-1.71481604243894	-2.53461387698006	-0.569970668731349	-0.720837046910702	-0.123883171277003	-1.01042334039078	-1.60996035320507	-0.799935749787215	-0.568982122225671	-1.05660382412904	-0.604704833594228	0.836496126410783	1.60930742874664	0.16590785724323	1.16866104100332	-1.09385316284965	0.902223310105678	1.66913575681552
5.4	-1.24136514856691	-1.03357350990219	-0.327745831790204	1.35344842749799	-0.130383473707337	0.255684976071405	-1.2327586950308	-0.141556890995445	-0.263385550634814	0.138570993328399	0.321651507230972	0.181668627705859	0.191894250936487	0.0048752268227506	0.684732048698939	0.104179149135859	0	0.229197428693142	-1.33374581078584	-1.24800784805617	-0.569970668731349	1.22551892687366	-0.133633624922504	-0.200803056394554	-1.30221146112137	-0.141556890995445	-0.568982122225671	-1.05660382412904	-0.604704833594228	-0.206633413319631	1.60930742874664	-0.123883171277003	1.16866104100332	-1.09385316284965	-0.141556890995445	-0.110587264839386
3.2	-1.4327250917347	-1.7994104318807	0.437997201120512	0.154435709911844	0.104515176938837	-0.091295145641265	-1.38340762052956	-0.430688148685381	0.840640759540068	0.345885766831146	0.787882067713016	0.555985701276568	0.902376497686978	0.195576016495867	0.732217434767394	0.279729633694328	0.44846288815608	0.857659827860388	-1.71481604243894	-2.53461387698006	-0.569970668731349	-0.720837046910702	-0.133633624922504	-0.838163705497969	-1.60996035320507	-0.799935749787215	-0.568982122225671	-0.779461837472244	-0.604704833594228	0.836496126410783	1.60930742874664	0.325491605798449	1.16866104100332	-0.847947306915632	0.468039740342086	1.66913575681552
2.1	-0.871842499691177	-0.604704833594228	0.141076433257173	1.28948367718582	0.175700013439965	-0.169222123330872	-0.929915925560306	0.264840863229576	-0.264652923019588	0.138570993328399	0	0.533285326491392	0.239867813670608	0.224687388537726	1.00341237325065	0.122952927967011	0.304798315668765	0.228246899404562	-1.05660382412904	-0.604704833594228	-0.569970668731349	1.12957180140542	-0.123883171277003	-0.838163705497969	-1.09385316284965	-0.141556890995445	-0.568982122225671	-0.779461837472244	-0.604704833594228	0.496599984251434	1.60930742874664	0.325491605798449	1.16866104100332	-0.847947306915632	0.468039740342086	-0.112488323416547
2.05	-0.848747334136444	-0.604704833594228	0.229957321005738	1.24950570824072	0.213147911529586	-0.336457518872646	-0.909423770899138	0.315640582507703	-0.226611773118828	0.138570993328399	0	0.533285326491392	0.239867813670608	0.224687388537726	1.00341237325065	0.122952927967011	0.304798315668765	0.228246899404562	-1.05660382412904	-0.604704833594228	-0.569970668731349	1.12957180140542	-0.123883171277003	-0.838163705497969	-1.09385316284965	-0.141556890995445	-0.568982122225671	-0.779461837472244	-0.604704833594228	0.496599984251434	1.60930742874664	0.325491605798449	1.16866104100332	-0.847947306915632	0.468039740342086	-0.112488323416547
1.2	-0.958449370521426	-0.81913917174821	0.344232748111037	0.901126264576268	0.192591069163546	-0.532402853563223	-0.994353367959941	0.438804230079763	-0.155772927556702	0.330268942566674	0.606511898511719	0.542278967772253	1.00464103348761	0.192449868424047	0.989131363381197	0.260350865792793	0.428122585430521	0.273635221386299	-1.57624504911054	-1.89131086251812	-0.569970668731349	-0.720837046910702	-0.123883171277003	-1.01042334039078	-1.48047781724746	-0.141556890995445	-0.568982122225671	-0.779461837472244	-0.604704833594228	0.648967220391832	1.60930742874664	0.325491605798449	1.16866104100332	-0.847947306915632	0.902223310105678	0.084297850551647
1.4	-0.825652168581711	-0.604704833594228	0.318838208754304	1.20952773929562	0.250595809619207	-0.50369291441442	-0.88893161623797	0.366440301785831	-0.188570623218067	0.138570993328399	0	0.533285326491392	0.239867813670608	0.224687388537726	1.00341237325065	0.122952927967011	0.304798315668765	0.228246899404562	-1.05660382412904	-0.604704833594228	-0.569970668731349	1.12957180140542	-0.123883171277003	-0.838163705497969	-1.09385316284965	-0.141556890995445	-0.568982122225671	-0.779461837472244	-0.604704833594228	0.496599984251434	1.60930742874664	0.325491605798449	1.16866104100332	-0.847947306915632	0.468039740342086	-0.112488323416547
1.4	-1.16053206912534	-1.40883360167166	0.48487942762525	-0.138300927996368	0.0743767147934457	0.0360539415830659	-1.13281549092627	-0.325052000654298	0.716300200556709	0.638989434510782	1.09340487463151	0.663014805572475	1.09844063992112	0.122642093822442	0.769126356109556	0.574781248869863	0.507013109277326	0.938455580763781	-1.71481604243894	-2.53461387698006	-0.569970668731349	-0.720837046910702	-0.123883171277003	-0.640065125371232	-1.60996035320507	-0.799935749787215	-0.568982122225671	-0.155892367494449	0.0385981808677164	0.836496126410783	1.60930742874664	0.16590785724323	1.16866104100332	-0.217488094445274	0.441220387952682	1.66913575681552
1.9	-0.866068708302494	-0.658313418132724	0.312977930441212	1.18325650256027	0.214137519689805	-0.589104983382108	-0.918212696348753	0.373628371457766	-0.170597506726487	0.198252188873261	0.278558376427576	0.389344824618296	0.187280063509008	0.193204895659607	0.761442511490138	0.165483161794207	0.327784270122044	0.190880583649005	-1.33374581078584	-1.24800784805617	-0.569970668731349	1.12957180140542	-0.133633624922504	-0.838163705497969	-1.30221146112137	-0.141556890995445	-0.568982122225671	-0.779461837472244	-0.604704833594228	0.496599984251434	1.60930742874664	0.325491605798449	1.16866104100332	-0.847947306915632	0.554296576405304	-0.110587264839386
5.7	-1.54160230077844	-2.18372132363718	0.748059199140482	-0.52146639658708	0.104414141741118	-0.348789742734291	-1.45263154242614	-0.450961282172857	1.2558205924855	0.737057884723136	1.09340487463151	0.249610863638194	1.03382648463164	0.123638810251291	0.367105719199821	0.665327266459327	0.722131117091405	0.703210743705841	-1.71481604243894	-2.53461387698006	0.238747738475377	-0.720837046910702	-0.133633624922504	-1.01042334039078	-1.60996035320507	-0.799935749787215	0.084297850551647	-0.0866068708302494	0.0385981808677164	0.836496126410783	1.47224010664914	0.16590785724323	-0.192190074649914	-0.138308506551996	0.902223310105678	1.66913575681552
1.1	-0.594700513034379	-0.390270495440247	0.335442330641398	0.832592603527523	0.299113087280239	-0.602742204477789	-0.643307932806515	0.199121369086172	-0.205471630977566	0.502618406473791	0.643303014461945	0.465984259521548	0.932108181298587	0.129183272445793	0.643471018367426	0.518291859856413	0.339203396112966	0.317904199582562	-0.779461837472244	-0.604704833594228	-0.452765102469504	-0.720837046910702	0.0530349377408589	-0.838163705497969	-0.847947306915632	-0.431495835745757	-0.740775625058692	0.259820612490748	0.681901195329661	0.496599984251434	1.15698526582492	0.356867811012078	0.531300391899908	0.227629588846667	0.468039740342086	-0.0866237008779904
1.4	-0.609134991506087	-0.390270495440247	0.340325895902309	0.821170326686065	0.286039668441227	-0.62068591644579	-0.670017063340585	0.338050446779029	-0.216248557035298	0.481964620751599	0.606511898511718	0.442113454307701	0.872291096407946	0.115340575396779	0.617377185675984	0.503305067140494	0.38041268202731	0.293515495215521	-0.779461837472244	-0.604704833594228	-0.452765102469504	-0.720837046910702	0.0530349377408589	-0.838163705497969	-0.847947306915632	-0.431495835745757	-0.740775625058692	0.259820612490748	0.681901195329661	0.496599984251434	1.12957180140542	0.325491605798449	0.531300391899908	0.227629588846667	0.468039740342086	-0.112488323416547
